header.cases,/nfs/home/zhangruisi/Downloads/xs-env/XiangShan/SPEC06_EmuTasks_1208/mcf_231360000000_0.096362/simulator_err.txt
core_with_l2.core.backend.ctrlBlock.decode.slots_valid_rough_6_7,51885701
core_with_l2.core.backend.ctrlBlock.decode.slots_valid_rough_mean,5
core_with_l2.core.backend.ctrlBlock.decode.slots_valid_rough_overflow,0
core_with_l2.core.backend.ctrlBlock.decode.slots_valid_rough_sampled,60183463
core_with_l2.core.backend.ctrlBlock.decode.slots_valid_rough_sum,329172480
core_with_l2.core.backend.ctrlBlock.decode.slots_valid_rough_underflow,0
core_with_l2.core.backend.ctrlBlock.decode.stall_cycle,46188110
core_with_l2.core.backend.ctrlBlock.decode.utilization,329172486
core_with_l2.core.backend.ctrlBlock.decode.waitInstr,276679212
core_with_l2.core.backend.ctrlBlock.dispatch2.in_fire,23875274
core_with_l2.core.backend.ctrlBlock.dispatch2.in_valid,54827613
core_with_l2.core.backend.ctrlBlock.dispatch2.out_fire,23875274
core_with_l2.core.backend.ctrlBlock.dispatch2.out_valid,53654855
core_with_l2.core.backend.ctrlBlock.dispatch2_1.in_fire,19236791
core_with_l2.core.backend.ctrlBlock.dispatch2_1.in_valid,187388742
core_with_l2.core.backend.ctrlBlock.dispatch2_1.out_fire,20836289
core_with_l2.core.backend.ctrlBlock.dispatch2_1.out_valid,65296186
core_with_l2.core.backend.ctrlBlock.dispatch2_1.st_rs_not_ready_4,63
core_with_l2.core.backend.ctrlBlock.dispatch2_1.st_rs_not_ready_5,96
core_with_l2.core.backend.ctrlBlock.dispatch2_1.sta_rs_not_ready_4,63
core_with_l2.core.backend.ctrlBlock.dispatch2_1.sta_rs_not_ready_5,96
core_with_l2.core.backend.ctrlBlock.dispatch2_1.std_rs_not_ready_4,0
core_with_l2.core.backend.ctrlBlock.dispatch2_1.std_rs_not_ready_5,0
core_with_l2.core.backend.ctrlBlock.dispatch2_2.in_fire,0
core_with_l2.core.backend.ctrlBlock.dispatch2_2.in_valid,0
core_with_l2.core.backend.ctrlBlock.dispatch2_2.out_fire,0
core_with_l2.core.backend.ctrlBlock.dispatch2_2.out_valid,0
core_with_l2.core.backend.ctrlBlock.dispatch.AtomicStall,0
core_with_l2.core.backend.ctrlBlock.dispatch.BTBMissBubble,194332
core_with_l2.core.backend.ctrlBlock.dispatch.ControlRecoveryStall,252947
core_with_l2.core.backend.ctrlBlock.dispatch.DivStall,0
core_with_l2.core.backend.ctrlBlock.dispatch.empty,5349170
core_with_l2.core.backend.ctrlBlock.dispatch.FetchFragBubble,2645654
core_with_l2.core.backend.ctrlBlock.dispatch.FlushedInsts,0
core_with_l2.core.backend.ctrlBlock.dispatch.FpDqStall,0
core_with_l2.core.backend.ctrlBlock.dispatch.FpFlStall,0
core_with_l2.core.backend.ctrlBlock.dispatch.FPNotReadyStall,0
core_with_l2.core.backend.ctrlBlock.dispatch.FtqFullStall,1804866
core_with_l2.core.backend.ctrlBlock.dispatch.FtqUpdateBubble,4013
core_with_l2.core.backend.ctrlBlock.dispatch.ICacheMissBubble,242
core_with_l2.core.backend.ctrlBlock.dispatch.in,48600433
core_with_l2.core.backend.ctrlBlock.dispatch.IntDqStall,47665596
core_with_l2.core.backend.ctrlBlock.dispatch.IntFlStall,5245000
core_with_l2.core.backend.ctrlBlock.dispatch.IntNotReadyStall,95442
core_with_l2.core.backend.ctrlBlock.dispatch.ITLBMissBubble,3642653
core_with_l2.core.backend.ctrlBlock.dispatch.ITTAGEMissBubble,0
core_with_l2.core.backend.ctrlBlock.dispatch.LoadL1Stall,38637696
core_with_l2.core.backend.ctrlBlock.dispatch.LoadL2Stall,9032448
core_with_l2.core.backend.ctrlBlock.dispatch.LoadL3Stall,27741264
core_with_l2.core.backend.ctrlBlock.dispatch.LoadMemStall,126671364
core_with_l2.core.backend.ctrlBlock.dispatch.LoadMSHRReplayStall,146160
core_with_l2.core.backend.ctrlBlock.dispatch.LoadTLBStall,3899130
core_with_l2.core.backend.ctrlBlock.dispatch.LoadVioReplayStall,30
core_with_l2.core.backend.ctrlBlock.dispatch.LsDqStall,14885958
core_with_l2.core.backend.ctrlBlock.dispatch.MemNotReadyStall,10824
core_with_l2.core.backend.ctrlBlock.dispatch.MemVioRecoveryStall,3516
core_with_l2.core.backend.ctrlBlock.dispatch.MemVioRedirectBubble,2918
core_with_l2.core.backend.ctrlBlock.dispatch.NoStall,65277389
core_with_l2.core.backend.ctrlBlock.dispatch.NumStallReasons,0
core_with_l2.core.backend.ctrlBlock.dispatch.OtherCoreStall,133266
core_with_l2.core.backend.ctrlBlock.dispatch.OtherRecoveryStall,0
core_with_l2.core.backend.ctrlBlock.dispatch.OtherRedirectBubble,852
core_with_l2.core.backend.ctrlBlock.dispatch.OverrideBubble,1302917
core_with_l2.core.backend.ctrlBlock.dispatch.RASMissBubble,127474
core_with_l2.core.backend.ctrlBlock.dispatch.SCMissBubble,257629
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_0_1,50263945
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_1_2,412344
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_2_3,645802
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_3_4,1299091
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_4_5,766635
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_5_6,1475823
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_6_7,5319823
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_mean,0
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_overflow,0
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_sampled,60183463
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_sum,47965814
core_with_l2.core.backend.ctrlBlock.dispatch.slots_fire_underflow,0
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_0_1,0
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_1_2,412344
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_2_3,645802
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_3_4,1299091
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_4_5,766635
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_5_6,1475823
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_6_7,5319823
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_mean,4
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_overflow,0
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_sampled,9919518
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_sum,47965814
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_pure_underflow,0
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_0_1,50104989
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_1_2,412578
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_2_3,651436
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_3_4,1299647
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_4_5,831700
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_5_6,1476359
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_6_7,5406754
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_mean,0
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_overflow,0
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_sampled,60183463
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_sum,48763510
core_with_l2.core.backend.ctrlBlock.dispatch.slots_valid_rough_underflow,0
core_with_l2.core.backend.ctrlBlock.dispatch.stall_cycle_fp_dq,0
core_with_l2.core.backend.ctrlBlock.dispatch.stall_cycle_int_dq,7694367
core_with_l2.core.backend.ctrlBlock.dispatch.stall_cycle_ls_dq,36865966
core_with_l2.core.backend.ctrlBlock.dispatch.stall_cycle_rob,158956
core_with_l2.core.backend.ctrlBlock.dispatch.storeset_load_strict_wait,0
core_with_l2.core.backend.ctrlBlock.dispatch.storeset_load_wait,0
core_with_l2.core.backend.ctrlBlock.dispatch.storeset_store_wait,0
core_with_l2.core.backend.ctrlBlock.dispatch.StoreStall,4381926
core_with_l2.core.backend.ctrlBlock.dispatch.TAGEMissBubble,7037278
core_with_l2.core.backend.ctrlBlock.dispatch.utilization,312911535
core_with_l2.core.backend.ctrlBlock.dispatch.waitInstr,264945721
core_with_l2.core.backend.ctrlBlock.dispatch.waittable_load_wait,327
core_with_l2.core.backend.ctrlBlock.fpDq.empty,60183464
core_with_l2.core.backend.ctrlBlock.fpDq.exHalf,0
core_with_l2.core.backend.ctrlBlock.fpDq.fake_block,0
core_with_l2.core.backend.ctrlBlock.fpDq.full,0
core_with_l2.core.backend.ctrlBlock.fpDq.in,0
core_with_l2.core.backend.ctrlBlock.fpDq.out,0
core_with_l2.core.backend.ctrlBlock.fpDq.out_try,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_0_1,60183463
core_with_l2.core.backend.ctrlBlock.fpDq.util_1_2,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_2_3,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_3_4,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_4_5,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_5_6,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_6_7,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_7_8,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_8_9,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_9_10,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_10_11,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_11_12,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_12_13,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_13_14,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_14_15,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_15_16,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_mean,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_overflow,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_sampled,60183463
core_with_l2.core.backend.ctrlBlock.fpDq.util_sum,0
core_with_l2.core.backend.ctrlBlock.fpDq.util_underflow,0
core_with_l2.core.backend.ctrlBlock.fpDq.utilization,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_andi1_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_andi1_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_andi1_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_andi1_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_andi1_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_andi255_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_andi255_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_andi255_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_andi255_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_andi255_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_sexth_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_sexth_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_sexth_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_sexth_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_sexth_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_zexth_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_zexth_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_zexth_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_zexth_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_addw_zexth_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi1_add_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi1_add_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi1_add_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi1_add_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi1_add_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi1_addw_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi1_addw_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi1_addw_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi1_addw_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi1_addw_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi127_mulw_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi127_mulw_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi127_mulw_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi127_mulw_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi127_mulw_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi_f00_or_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi_f00_or_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi_f00_or_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi_f00_or_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_andi_f00_or_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_logic_andi1_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_logic_andi1_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_logic_andi1_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_logic_andi1_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_logic_andi1_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_logic_zexth_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_logic_zexth_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_logic_zexth_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_logic_zexth_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_logic_zexth_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli1_add_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli1_add_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli1_add_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli1_add_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli1_add_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli2_add_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli2_add_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli2_add_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli2_add_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli2_add_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli3_add_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli3_add_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli3_add_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli3_add_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli3_add_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli4_add_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli4_add_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli4_add_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli4_add_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli4_add_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli29_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli29_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli29_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli29_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli29_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli30_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli30_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli30_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli30_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli30_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli31_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli31_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli31_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli31_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli31_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli32_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli32_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli32_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli32_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli32_srli32_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli48_srli48_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli48_srli48_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli48_srli48_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli48_srli48_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slli48_srli48_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slliw16_sraiw16_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slliw16_sraiw16_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slliw16_sraiw16_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slliw16_sraiw16_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slliw16_sraiw16_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slliw16_srliw16_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slliw16_srliw16_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slliw16_srliw16_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slliw16_srliw16_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_slliw16_srliw16_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli8_andi255_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli8_andi255_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli8_andi255_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli8_andi255_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli8_andi255_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli29_add_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli29_add_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli29_add_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli29_add_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli29_add_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli30_add_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli30_add_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli30_add_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli30_add_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli30_add_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli31_add_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli31_add_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli31_add_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli31_add_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli31_add_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli32_add_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli32_add_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli32_add_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli32_add_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.case_srli32_add_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.conflict_fusion_0,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.conflict_fusion_1,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.conflict_fusion_2,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.conflict_fusion_3,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.conflict_fusion_4,0
core_with_l2.core.backend.ctrlBlock.fusionDecoder.fused_instr,0
core_with_l2.core.backend.ctrlBlock.intDq.empty,41327953
core_with_l2.core.backend.ctrlBlock.intDq.exHalf,8059358
core_with_l2.core.backend.ctrlBlock.intDq.fake_block,440547
core_with_l2.core.backend.ctrlBlock.intDq.full,7963372
core_with_l2.core.backend.ctrlBlock.intDq.in,24359278
core_with_l2.core.backend.ctrlBlock.intDq.out,23875274
core_with_l2.core.backend.ctrlBlock.intDq.out_try,54827613
core_with_l2.core.backend.ctrlBlock.intDq.util_0_1,41327953
core_with_l2.core.backend.ctrlBlock.intDq.util_1_2,2001895
core_with_l2.core.backend.ctrlBlock.intDq.util_2_3,2907654
core_with_l2.core.backend.ctrlBlock.intDq.util_3_4,3342196
core_with_l2.core.backend.ctrlBlock.intDq.util_4_5,1052183
core_with_l2.core.backend.ctrlBlock.intDq.util_5_6,635595
core_with_l2.core.backend.ctrlBlock.intDq.util_6_7,250460
core_with_l2.core.backend.ctrlBlock.intDq.util_7_8,269530
core_with_l2.core.backend.ctrlBlock.intDq.util_8_9,336640
core_with_l2.core.backend.ctrlBlock.intDq.util_9_10,899617
core_with_l2.core.backend.ctrlBlock.intDq.util_10_11,922681
core_with_l2.core.backend.ctrlBlock.intDq.util_11_12,2788754
core_with_l2.core.backend.ctrlBlock.intDq.util_12_13,1385395
core_with_l2.core.backend.ctrlBlock.intDq.util_13_14,1323058
core_with_l2.core.backend.ctrlBlock.intDq.util_14_15,487890
core_with_l2.core.backend.ctrlBlock.intDq.util_15_16,251962
core_with_l2.core.backend.ctrlBlock.intDq.util_mean,2
core_with_l2.core.backend.ctrlBlock.intDq.util_overflow,78181
core_with_l2.core.backend.ctrlBlock.intDq.util_sampled,60183463
core_with_l2.core.backend.ctrlBlock.intDq.util_sum,123825310
core_with_l2.core.backend.ctrlBlock.intDq.util_underflow,0
core_with_l2.core.backend.ctrlBlock.intDq.utilization,123825319
core_with_l2.core.backend.ctrlBlock.lsDq.empty,11130708
core_with_l2.core.backend.ctrlBlock.lsDq.exHalf,38137908
core_with_l2.core.backend.ctrlBlock.lsDq.fake_block,981298
core_with_l2.core.backend.ctrlBlock.lsDq.full,37416168
core_with_l2.core.backend.ctrlBlock.lsDq.in,20510355
core_with_l2.core.backend.ctrlBlock.lsDq.out,19236791
core_with_l2.core.backend.ctrlBlock.lsDq.out_try,187388742
core_with_l2.core.backend.ctrlBlock.lsDq.util_0_1,11130708
core_with_l2.core.backend.ctrlBlock.lsDq.util_1_2,1004266
core_with_l2.core.backend.ctrlBlock.lsDq.util_2_3,2330555
core_with_l2.core.backend.ctrlBlock.lsDq.util_3_4,1147929
core_with_l2.core.backend.ctrlBlock.lsDq.util_4_5,1915097
core_with_l2.core.backend.ctrlBlock.lsDq.util_5_6,742342
core_with_l2.core.backend.ctrlBlock.lsDq.util_6_7,1945137
core_with_l2.core.backend.ctrlBlock.lsDq.util_7_8,862287
core_with_l2.core.backend.ctrlBlock.lsDq.util_8_9,967234
core_with_l2.core.backend.ctrlBlock.lsDq.util_9_10,962152
core_with_l2.core.backend.ctrlBlock.lsDq.util_10_11,821241
core_with_l2.core.backend.ctrlBlock.lsDq.util_11_12,7679325
core_with_l2.core.backend.ctrlBlock.lsDq.util_12_13,9104547
core_with_l2.core.backend.ctrlBlock.lsDq.util_13_14,12961166
core_with_l2.core.backend.ctrlBlock.lsDq.util_14_15,5831789
core_with_l2.core.backend.ctrlBlock.lsDq.util_15_16,777688
core_with_l2.core.backend.ctrlBlock.lsDq.util_mean,8
core_with_l2.core.backend.ctrlBlock.lsDq.util_overflow,3261
core_with_l2.core.backend.ctrlBlock.lsDq.util_sampled,60183463
core_with_l2.core.backend.ctrlBlock.lsDq.util_sum,518333666
